date,value
2015-10-28,69
2015-10-29,71
2015-10-30,70
2015-11-02,73
2015-11-03,73
2015-11-04,72
2015-11-05,73
2015-11-06,71
2015-11-09,67
2015-11-10,66
2015-11-11,63
2015-11-12,55
2015-11-13,45
2015-11-16,50
2015-11-17,48
2015-11-18,53
2015-11-19,52
2015-11-20,54
2015-11-23,53
2015-11-24,58
2015-11-25,59
2015-11-27,58
2015-11-30,58
2015-12-01,60
2015-12-02,55
2015-12-03,49
2015-12-04,58
2015-12-07,47
2015-12-08,38
2015-12-09,35
2015-12-10,36
2015-12-11,24
2015-12-14,29
2015-12-15,35
2015-12-16,44
2015-12-17,34
2015-12-18,29
2015-12-21,32
2015-12-22,36
2015-12-23,42
2015-12-24,42
2015-12-28,44
2015-12-29,51
2015-12-30,47
2015-12-31,45
2016-01-04,40
2016-01-05,41
2016-01-06,34
2016-01-07,25
2016-01-08,17
2016-01-11,18
2016-01-12,17
2016-01-13,14
2016-01-14,18
2016-01-15,10
2016-01-19,11
2016-01-20,9
2016-01-21,13
2016-01-22,14
2016-01-25,15
2016-01-26,18
2016-01-27,19
2016-01-28,21
2016-01-29,27
2016-02-01,27
2016-02-02,23
2016-02-03,25
2016-02-04,25
2016-02-05,17
2016-02-08,14
2016-02-09,20
2016-02-10,16
2016-02-11,18
2016-02-12,24
2016-02-16,34
2016-02-17,45
2016-02-18,47
2016-02-19,50
2016-02-22,51
2016-02-23,51
2016-02-24,49
2016-02-25,54
2016-02-26,57
2016-02-29,53
2016-03-01,64
2016-03-02,66
2016-03-03,69
2016-03-04,71
2016-03-07,73
2016-03-08,70
2016-03-09,71
2016-03-10,71
2016-03-11,75
2016-03-14,73
2016-03-15,73
2016-03-16,75
2016-03-17,78
2016-03-18,79
2016-03-21,78
2016-03-22,78
2016-03-23,70
2016-03-24,66
2016-03-28,64
2016-03-29,68
2016-03-30,71
2016-03-31,73
2016-04-01,78
2016-04-04,74
2016-04-05,67
2016-04-06,77
2016-04-07,66
2016-04-08,68
2016-04-11,64
2016-04-12,68
2016-04-13,71
2016-04-14,72
2016-04-15,70
2016-04-18,75
2016-04-19,75
2016-04-20,76
2016-04-21,74
2016-04-22,74
2016-04-25,70
2016-04-26,72
2016-04-27,72
2016-04-28,69
2016-04-29,63
2016-05-02,71
2016-05-03,63
2016-05-04,57
2016-05-05,58
2016-05-06,61
2016-05-09,60
2016-05-10,67
2016-05-11,60
2016-05-12,61
2016-05-13,54
2016-05-16,62
2016-05-17,53
2016-05-18,55
2016-05-19,51
2016-05-20,56
2016-05-23,54
2016-05-24,65
2016-05-25,73
2016-05-26,74
2016-05-27,78
2016-05-31,75
2016-06-01,78
2016-06-02,79
2016-06-03,75
2016-06-06,80
2016-06-07,81
2016-06-08,80
2016-06-09,79
2016-06-10,61
2016-06-13,53
2016-06-14,50
2016-06-15,50
2016-06-16,51
2016-06-17,53
2016-06-20,62
2016-06-21,67
2016-06-22,57
2016-06-23,77
2016-06-24,42
2016-06-27,37
2016-06-28,47
2016-06-29,60
2016-06-30,64
2016-07-01,71
2016-07-05,67
2016-07-06,70
2016-07-07,69
2016-07-08,78
2016-07-11,83
2016-07-12,88
2016-07-13,86
2016-07-14,90
2016-07-15,89
2016-07-18,91
2016-07-19,87
2016-07-20,90
2016-07-21,85
2016-07-22,86
2016-07-25,85
2016-07-26,85
2016-07-27,82
2016-07-28,82
2016-07-29,79
2016-08-01,77
2016-08-02,77
2016-08-03,81
2016-08-04,80
2016-08-05,86
2016-08-08,84
2016-08-09,80
2016-08-10,74
2016-08-11,80
2016-08-12,75
2016-08-15,81
2016-08-16,77
2016-08-17,76
2016-08-18,78
2016-08-19,77
2016-08-22,72
2016-08-23,76
2016-08-24,69
2016-08-25,66
2016-08-26,63
2016-08-29,64
2016-08-30,64
2016-08-31,61
2016-09-01,62
2016-09-02,65
2016-09-06,65
2016-09-07,65
2016-09-08,70
2016-09-09,43
2016-09-12,58
2016-09-13,35
2016-09-14,33
2016-09-15,43
2016-09-16,43
2016-09-19,44
2016-09-20,45
2016-09-21,56
2016-09-22,60
2016-09-23,54
2016-09-26,41
2016-09-27,45
2016-09-28,51
2016-09-29,37
2016-09-30,49
2016-10-03,45
2016-10-04,43
2016-10-05,51
2016-10-06,53
2016-10-07,51
2016-10-10,57
2016-10-11,43
2016-10-12,45
2016-10-13,34
2016-10-14,41
2016-10-17,33
2016-10-18,40
2016-10-19,39
2016-10-20,38
2016-10-21,43
2016-10-24,53
2016-10-25,48
2016-10-26,43
2016-10-27,46
2016-10-28,32
2016-10-31,30
2016-11-01,21
2016-11-02,17
2016-11-03,14
2016-11-04,14
2016-11-07,33
2016-11-08,33
2016-11-09,43
2016-11-10,45
2016-11-11,48
2016-11-14,53
2016-11-15,63
2016-11-16,60
2016-11-17,63
2016-11-18,61
2016-11-21,67
2016-11-22,67
2016-11-23,70
2016-11-25,72
2016-11-28,70
2016-11-29,71
2016-11-30,73
2016-12-01,71
2016-12-02,71
2016-12-05,75
2016-12-06,77
2016-12-07,83
2016-12-08,85
2016-12-09,87
2016-12-12,87
2016-12-13,88
2016-12-14,86
2016-12-15,86
2016-12-16,84
2016-12-19,82
2016-12-20,79
2016-12-21,74
2016-12-22,71
2016-12-23,66
2016-12-27,70
2016-12-28,64
2016-12-29,64
2016-12-30,58
2017-01-03,71
2017-01-04,71
2017-01-05,68
2017-01-06,70
2017-01-09,66
2017-01-10,62
2017-01-11,61
2017-01-12,55
2017-01-13,57
2017-01-17,57
2017-01-18,56
2017-01-19,53
2017-01-20,54
2017-01-23,49
2017-01-24,54
2017-01-25,62
2017-01-26,57
2017-01-27,59
2017-01-30,53
2017-01-31,54
2017-02-01,53
2017-02-02,51
2017-02-03,60
2017-02-06,56
2017-02-07,56
2017-02-08,61
2017-02-09,69
2017-02-10,69
2017-02-13,74
2017-02-14,79
2017-02-15,80
2017-02-16,78
2017-02-17,77
2017-02-21,83
2017-02-22,80
2017-02-23,75
2017-02-24,68
2017-02-27,71
2017-02-28,64
2017-03-01,81
2017-03-02,75
2017-03-03,74
2017-03-06,69
2017-03-07,70
2017-03-08,62
2017-03-09,62
2017-03-10,66
2017-03-13,64
2017-03-14,51
2017-03-15,53
2017-03-16,51
2017-03-17,45
2017-03-20,42
2017-03-21,36
2017-03-22,32
2017-03-23,30
2017-03-24,30
2017-03-27,29
2017-03-28,34
2017-03-29,34
2017-03-30,43
2017-03-31,47
2017-04-03,46
2017-04-04,46
2017-04-05,43
2017-04-06,43
2017-04-07,40
2017-04-10,37
2017-04-11,31
2017-04-12,28
2017-04-13,25
2017-04-17,30
2017-04-18,30
2017-04-19,30
2017-04-20,34
2017-04-21,35
2017-04-24,39
2017-04-25,46
2017-04-26,48
2017-04-27,50
2017-04-28,50
2017-05-01,49
2017-05-02,51
2017-05-03,47
2017-05-04,45
2017-05-05,47
2017-05-08,49
2017-05-09,50
2017-05-10,61
2017-05-11,63
2017-05-12,62
2017-05-15,64
2017-05-16,66
2017-05-17,45
2017-05-18,43
2017-05-19,49
2017-05-22,50
2017-05-23,45
2017-05-24,54
2017-05-25,57
2017-05-26,58
2017-05-30,53
2017-05-31,50
2017-06-01,58
2017-06-02,57
2017-06-05,58
2017-06-06,55
2017-06-07,55
2017-06-08,55
2017-06-09,54
2017-06-12,55
2017-06-13,55
2017-06-14,52
2017-06-15,52
2017-06-16,50
2017-06-19,57
2017-06-20,48
2017-06-21,42
2017-06-22,50
2017-06-23,52
2017-06-26,53
2017-06-27,48
2017-06-28,60
2017-06-29,47
2017-06-30,49
2017-07-03,54
2017-07-05,57
2017-07-06,44
2017-07-07,49
2017-07-10,46
2017-07-11,41
2017-07-12,47
2017-07-13,54
2017-07-14,64
2017-07-17,67
2017-07-18,62
2017-07-19,74
2017-07-20,76
2017-07-21,73
2017-07-24,72
2017-07-25,81
2017-07-26,78
2017-07-27,73
2017-07-28,70
2017-07-31,70
2017-08-01,65
2017-08-02,67
2017-08-03,59
2017-08-04,64
2017-08-07,63
2017-08-08,61
2017-08-09,54
2017-08-10,31
2017-08-11,28
2017-08-14,39
2017-08-15,36
2017-08-16,34
2017-08-17,19
2017-08-18,17
2017-08-21,15
2017-08-22,23
2017-08-23,19
2017-08-24,22
2017-08-25,27
2017-08-28,29
2017-08-29,28
2017-08-30,35
2017-08-31,43
2017-09-01,50
2017-09-05,35
2017-09-06,41
2017-09-07,38
2017-09-08,38
2017-09-11,53
2017-09-12,63
2017-09-13,68
2017-09-14,68
2017-09-15,77
2017-09-18,80
2017-09-19,81
2017-09-20,79
2017-09-21,73
2017-09-22,70
2017-09-25,65
2017-09-26,67
2017-09-27,78
2017-09-28,79
2017-09-29,85
2017-10-02,89
2017-10-03,92
2017-10-04,91
2017-10-05,95
2017-10-06,92
2017-10-09,84
2017-10-10,85
2017-10-11,83
2017-10-12,77
2017-10-13,73
2017-10-16,78
2017-10-17,78
2017-10-18,82
2017-10-19,83
2017-10-20,90
2017-10-23,85
2017-10-24,87
2017-10-25,75
2017-10-26,71
2017-10-27,73
2017-10-30,74
2017-10-31,65
2017-11-01,72
2017-11-02,69
2017-11-03,66
2017-11-06,68
2017-11-07,58
2017-11-08,54
2017-11-09,54
2017-11-10,54
2017-11-13,53
2017-11-14,49
2017-11-15,36
2017-11-16,50
2017-11-17,44
2017-11-20,50
2017-11-21,54
2017-11-22,54
2017-11-24,59
2017-11-27,51
2017-11-28,64
2017-11-29,67
2017-11-30,73
2017-12-01,70
2017-12-04,64
2017-12-05,63
2017-12-06,60
2017-12-07,60
2017-12-08,64
2017-12-11,62
2017-12-12,66
2017-12-13,67
2017-12-14,66
2017-12-15,68
2017-12-18,74
2017-12-19,73
2017-12-20,72
2017-12-21,68
2017-12-22,66
2017-12-26,64
2017-12-27,61
2017-12-28,62
2017-12-29,53
2018-01-02,63
2018-01-03,67
2018-01-04,72
2018-01-05,75
2018-01-08,75
2018-01-09,76
2018-01-10,75
2018-01-11,77
2018-01-12,79
2018-01-16,75
2018-01-17,75
2018-01-18,72
2018-01-19,80
2018-01-22,79
2018-01-23,78
2018-01-24,78
2018-01-25,77
2018-01-26,79
2018-01-29,68
2018-01-30,62
2018-01-31,61
2018-02-01,58
2018-02-02,40
2018-02-05,17
2018-02-06,18
2018-02-07,16
2018-02-08,8
2018-02-09,10
2018-02-12,12
2018-02-13,13
2018-02-14,11
2018-02-15,15
2018-02-16,18
2018-02-20,17
2018-02-21,18
2018-02-22,15
2018-02-23,18
2018-02-26,20
2018-02-27,17
2018-02-28,12
2018-03-01,8
2018-03-02,10
2018-03-05,14
2018-03-06,26
2018-03-07,20
2018-03-08,20
2018-03-09,44
2018-03-12,40
2018-03-13,36
2018-03-14,30
2018-03-15,21
2018-03-16,19
2018-03-19,14
2018-03-20,15
2018-03-21,16
2018-03-22,9
2018-03-23,7
2018-03-26,8
2018-03-27,7
2018-03-28,6
2018-03-29,8
2018-04-02,7
2018-04-03,9
2018-04-04,11
2018-04-05,13
2018-04-06,9
2018-04-09,12
2018-04-10,17
2018-04-11,17
2018-04-12,22
2018-04-13,23
2018-04-16,25
2018-04-17,28
2018-04-18,32
2018-04-19,32
2018-04-20,38
2018-04-23,40
2018-04-24,33
2018-04-25,38
2018-04-26,42
2018-04-27,40
2018-04-30,42
2018-05-01,42
2018-05-02,38
2018-05-03,32
2018-05-04,40
2018-05-07,44
2018-05-08,41
2018-05-09,49
2018-05-10,54
2018-05-11,55
2018-05-14,54
2018-05-15,52
2018-05-16,55
2018-05-17,55
2018-05-18,52
2018-05-21,56
2018-05-22,59
2018-05-23,54
2018-05-24,48
2018-05-25,44
2018-05-29,34
2018-05-30,42
2018-05-31,43
2018-06-01,52
2018-06-04,55
2018-06-05,58
2018-06-06,65
2018-06-07,62
2018-06-08,63
2018-06-11,65
2018-06-12,65
2018-06-13,63
2018-06-14,63
2018-06-15,61
2018-06-18,61
2018-06-19,53
2018-06-20,57
2018-06-21,52
2018-06-22,53
2018-06-25,42
2018-06-26,47
2018-06-27,36
2018-06-28,39
2018-06-29,34
2018-07-02,35
2018-07-03,32
2018-07-05,33
2018-07-06,40
2018-07-09,47
2018-07-10,49
2018-07-11,41
2018-07-12,49
2018-07-13,47
2018-07-16,45
2018-07-17,49
2018-07-18,56
2018-07-19,50
2018-07-20,53
2018-07-23,58
2018-07-24,64
2018-07-25,70
2018-07-26,72
2018-07-27,67
2018-07-30,64
2018-07-31,66
2018-08-01,66
2018-08-02,68
2018-08-03,71
2018-08-06,72
2018-08-07,73
2018-08-08,74
2018-08-09,70
2018-08-10,60
2018-08-13,56
2018-08-14,58
2018-08-15,46
2018-08-16,51
2018-08-17,54
2018-08-20,55
2018-08-21,61
2018-08-22,61
2018-08-23,59
2018-08-24,68
2018-08-27,77
2018-08-28,74
2018-08-29,78
2018-08-30,73
2018-08-31,71
2018-09-04,67
2018-09-05,62
2018-09-06,53
2018-09-07,52
2018-09-10,56
2018-09-11,59
2018-09-12,59
2018-09-13,72
2018-09-14,73
2018-09-17,67
2018-09-18,73
2018-09-19,71
2018-09-20,74
2018-09-21,75
2018-09-24,70
2018-09-25,64
2018-09-26,53
2018-09-27,48
2018-09-28,47
2018-10-01,49
2018-10-02,45
2018-10-03,51
2018-10-04,43
2018-10-05,33
2018-10-08,28
2018-10-09,23
2018-10-10,8
2018-10-11,5
2018-10-12,11
2018-10-15,11
2018-10-16,13
2018-10-17,14
2018-10-18,12
2018-10-19,14
2018-10-22,16
2018-10-23,12
2018-10-24,6
2018-10-25,9
2018-10-26,7
2018-10-29,7
2018-10-30,10
2018-10-31,7
2018-11-01,6
2018-11-02,8
2018-11-05,9
2018-11-06,12
2018-11-07,25
2018-11-08,29
2018-11-09,18
2018-11-12,11
2018-11-13,10
2018-11-14,7
2018-11-15,10
2018-11-16,10
2018-11-19,8
2018-11-20,7
2018-11-21,13
2018-11-23,9
2018-11-26,17
2018-11-27,19
2018-11-28,23
2018-11-29,23
2018-11-30,22
2018-12-03,32
2018-12-04,20
2018-12-06,15
2018-12-07,11
2018-12-10,9
2018-12-11,8
2018-12-12,10
2018-12-13,11
2018-12-14,8
2018-12-17,10
2018-12-18,8
2018-12-19,8
2018-12-20,5
2018-12-21,3
2018-12-24,2
2018-12-26,4
2018-12-27,8
2018-12-28,12
2018-12-31,12
2019-01-02,12
2019-01-03,10
2019-01-04,16
2019-01-07,19
2019-01-08,24
2019-01-09,27
2019-01-10,31
2019-01-11,30
2019-01-14,28
2019-01-15,31
2019-01-16,38
2019-01-17,44
2019-01-18,51
2019-01-22,51
2019-01-23,55
2019-01-24,58
2019-01-25,58
2019-01-28,55
2019-01-29,55
2019-01-30,58
2019-01-31,60
2019-02-01,61
2019-02-04,64
2019-02-05,64
2019-02-06,65
2019-02-07,62
2019-02-08,61
2019-02-11,62
2019-02-12,67
2019-02-13,67
2019-02-14,65
2019-02-15,70
2019-02-19,68
2019-02-20,70
2019-02-21,68
2019-02-22,69
2019-02-25,70
2019-02-26,70
2019-02-27,72
2019-02-28,72
2019-03-01,72
2019-03-04,66
2019-03-05,66
2019-03-06,63
2019-03-07,59
2019-03-08,55
2019-03-11,59
2019-03-12,58
2019-03-13,60
2019-03-14,60
2019-03-15,65
2019-03-18,65
2019-03-19,67
2019-03-20,62
2019-03-21,68
2019-03-22,59
2019-03-25,56
2019-03-26,54
2019-03-27,51
2019-03-28,48
2019-03-29,49
2019-04-01,54
2019-04-02,56
2019-04-03,62
2019-04-04,70
2019-04-05,74
2019-04-08,74
2019-04-09,70
2019-04-10,69
2019-04-11,68
2019-04-12,74
2019-04-15,68
2019-04-16,70
2019-04-17,71
2019-04-18,70
2019-04-22,71
2019-04-23,75
2019-04-24,70
2019-04-25,71
2019-04-26,72
2019-04-29,71
2019-04-30,66
2019-05-01,62
2019-05-02,59
2019-05-03,60
2019-05-06,55
2019-05-07,40
2019-05-08,42
2019-05-09,40
2019-05-10,44
2019-05-13,32
2019-05-14,35
2019-05-15,35
2019-05-16,39
2019-05-17,36
2019-05-20,34
2019-05-21,34
2019-05-22,32
2019-05-23,28
2019-05-24,27
2019-05-28,25
2019-05-29,23
2019-05-30,24
2019-05-31,24
2019-06-03,23
2019-06-04,26
2019-06-05,29
2019-06-06,29
2019-06-07,32
2019-06-10,37
2019-06-11,36
2019-06-12,34
2019-06-13,39
2019-06-14,38
2019-06-17,37
2019-06-18,44
2019-06-19,42
2019-06-20,45
2019-06-21,50
2019-06-24,50
2019-06-25,44
2019-06-26,48
2019-06-27,47
2019-06-28,50
2019-07-01,55
2019-07-02,56
2019-07-03,63
2019-07-05,61
2019-07-08,59
2019-07-09,56
2019-07-10,58
2019-07-11,62
2019-07-12,64
2019-07-15,57
2019-07-16,55
2019-07-17,47
2019-07-18,47
2019-07-19,44
2019-07-22,44
2019-07-23,50
2019-07-24,57
2019-07-25,55
2019-07-26,60
2019-07-29,58
2019-07-30,53
2019-07-31,48
2019-08-01,43
2019-08-02,36
2019-08-05,22
2019-08-06,27
2019-08-07,25
2019-08-08,25
2019-08-09,25
2019-08-12,23
2019-08-13,27
2019-08-14,21
2019-08-15,19
2019-08-16,20
2019-08-19,26
2019-08-20,23
2019-08-21,25
2019-08-22,25
2019-08-23,18
2019-08-26,19
2019-08-27,16
2019-08-28,18
2019-08-29,26
2019-08-30,23
2019-09-03,25
2019-09-04,28
2019-09-05,39
2019-09-06,35
2019-09-09,45
2019-09-10,55
2019-09-11,57
2019-09-12,65
2019-09-13,68
2019-09-16,67
2019-09-17,66
2019-09-18,66
2019-09-19,63
2019-09-20,58
2019-09-23,59
2019-09-24,54
2019-09-25,59
2019-09-26,57
2019-09-27,52
2019-09-30,54
2019-10-01,48
2019-10-02,34
2019-10-03,29
2019-10-04,32
2019-10-07,30
2019-10-08,29
2019-10-09,30
2019-10-10,36
2019-10-11,42
2019-10-14,42
2019-10-15,42
2019-10-16,47
2019-10-17,50
2019-10-18,50
2019-10-21,56
2019-10-22,59
2019-10-23,55
2019-10-24,57
2019-10-25,62
2019-10-28,67
2019-10-29,71
2019-10-30,75
2019-10-31,72
2019-11-01,80
2019-11-04,86
2019-11-05,89
2019-11-06,88
2019-11-07,91
2019-11-08,91
2019-11-11,89
2019-11-12,88
2019-11-13,87
2019-11-14,83
2019-11-15,87
2019-11-18,83
2019-11-19,80
2019-11-20,74
2019-11-21,70
2019-11-22,69
2019-11-25,70
2019-11-26,69
2019-11-27,78
2019-11-29,78
2019-12-02,74
2019-12-03,63
2019-12-04,67
2019-12-05,67
2019-12-06,70
2019-12-09,68
2019-12-10,65
2019-12-11,61
2019-12-12,74
2019-12-13,75
2019-12-16,82
2019-12-17,85
2019-12-18,87
2019-12-19,90
2019-12-20,91
2019-12-23,92
2019-12-24,91
2019-12-26,93
2019-12-27,91
2019-12-30,90
2019-12-31,93
2020-01-02,97
2020-01-03,93
2020-01-06,93
2020-01-07,89
2020-01-08,92
2020-01-09,93
2020-01-10,91
2020-01-13,90
2020-01-14,90
2020-01-15,86
2020-01-16,89
2020-01-17,89
2020-01-21,81
2020-01-22,74
2020-01-23,68
2020-01-24,62
2020-01-27,47
2020-01-28,53
2020-01-29,52
2020-01-30,56
2020-01-31,44
2020-02-03,46
2020-02-04,55
2020-02-05,60
2020-02-06,63
2020-02-07,57
2020-02-10,57
2020-02-11,56
2020-02-12,60
2020-02-13,58
2020-02-14,55
2020-02-18,51
2020-02-19,53
2020-02-20,49
2020-02-21,44
2020-02-24,29
2020-02-25,22
2020-02-26,21
2020-02-27,13
2020-02-28,10
2020-03-02,12
2020-03-03,10
2020-03-04,15
2020-03-05,9
2020-03-06,6
2020-03-09,3
2020-03-10,6
2020-03-11,4
2020-03-12,2
2020-03-13,5
2020-03-16,3
2020-03-17,5
2020-03-18,5
2020-03-19,7
2020-03-20,8
2020-03-23,5
2020-03-24,13
2020-03-25,17
2020-03-26,22
2020-03-27,23
2020-03-30,25
2020-03-31,25
2020-04-01,22
2020-04-02,22
2020-04-03,22
2020-04-06,32
2020-04-07,26
2020-04-08,33
2020-04-09,43
2020-04-13,36
2020-04-14,45
2020-04-15,41
2020-04-16,42
2020-04-17,44
2020-04-20,41
2020-04-21,40
2020-04-22,41
2020-04-23,40
2020-04-24,39
2020-04-27,43
2020-04-28,41
2020-04-29,46
2020-04-30,47
2020-05-01,42
2020-05-04,44
2020-05-05,44
2020-05-06,40
2020-05-07,41
2020-05-08,45
2020-05-11,44
2020-05-12,38
2020-05-13,38
2020-05-14,39
2020-05-15,39
2020-05-18,49
2020-05-19,47
2020-05-20,53
2020-05-21,52
2020-05-22,50
2020-05-26,51
2020-05-27,54
2020-05-28,50
2020-05-29,52
2020-06-01,58
2020-06-02,58
2020-06-03,61
2020-06-04,62
2020-06-05,66
2020-06-08,67
2020-06-09,67
2020-06-10,67
2020-06-11,56
2020-06-12,54
2020-06-15,53
2020-06-16,52
2020-06-17,52
2020-06-18,51
2020-06-19,52
2020-06-22,52
2020-06-23,52
2020-06-24,48
2020-06-25,49
2020-06-26,45
2020-06-29,48
2020-06-30,47
2020-07-01,48
2020-07-02,50
2020-07-06,51
2020-07-07,49
2020-07-08,52
2020-07-09,53
2020-07-10,59
2020-07-13,53
2020-07-14,62
2020-07-15,63
2020-07-16,62
2020-07-17,63
2020-07-20,66
2020-07-21,65
2020-07-22,65
2020-07-23,68
2020-07-24,63
2020-07-27,66
2020-07-28,62
2020-07-29,65
2020-07-30,61
2020-07-31,65
2020-08-03,67
2020-08-04,68
2020-08-05,70
2020-08-06,74
2020-08-07,72
2020-08-10,75
2020-08-11,71
2020-08-12,74
2020-08-13,72
2020-08-14,72
2020-08-17,71
2020-08-18,70
2020-08-19,68
2020-08-20,70
2020-08-21,70
